,tweet_date,processed_tweet_text
31828,2021-09-16,alleged accusation pdf members sac shot dead unarmed civilians houses forcibly
31833,2021-09-16,alleged accusation pdf members sac shot dead unarmed civilians houses forcibly
31838,2021-09-16,
31842,2021-09-16,update conditions cases myanmar
31856,2021-09-16,
31857,2021-09-16,terrorists sac continuously killing people everyday beginning coup
31869,2021-09-16,military terrorists brutally shot dead innocent person
31870,2021-09-16,
31876,2021-09-16,alleged accusation pdf members sac shot dead unarmed civilians houses forcibly
31885,2021-09-16,military terrorists brutally shot dead innocent person
31902,2021-09-16,
31959,2021-09-16,woman shot leg injured terrorist troops randomly opened fire near sethaw kale tsp sep
31979,2021-09-16,alleged accusation pdf members sac shot dead unarmed civilians houses forcibly
32005,2021-09-16,alleged accusation pdf members sac shot dead unarmed civilians houses forcibly
32014,2021-09-16,person shot dead youths abducted sac latha tsp yangon sep15 terrorists raided
32015,2021-09-16,woman shot leg injured terrorist troops randomly opened fire near sethaw kale tsp sep
32022,2021-09-16,sac terrorists shot abducted youths 22nd street latha tsp yangon yesterday resulting death yout
32025,2021-09-16,alleged accusation pdf members sac shot dead unarmed civilians houses forcibly
32035,2021-09-16,people chanmyatharsi demonstrated coalition strike military dictatorship today freely wavi
32036,2021-09-16,aye chan thar village myaing township reported year old min min burned alive year
32040,2021-09-16,// sensitive content ayechanthar sanpya village myaung tsp sac terrorists shot burnt minmin aka thetna
32101,2021-09-16,want donate extra young people upper zozan village tsp chin state collect
32107,2021-09-16,military convoy ambushed sagaings kawlin tsp junta terrorists opened gunfires damaging houses
32127,2021-09-16,opinion | uaes machiavellian journey little sparta little singapore
32166,2021-09-16,
32171,2021-09-16,
32173,2021-09-16,
32216,2021-09-16,// sensitive content ayechanthar sanpya village myaung tsp sac terrorists shot burnt minmin aka thetna
32227,2021-09-16,military terrorists brutally shot dead innocent person
32228,2021-09-16,
32247,2021-09-16,
32252,2021-09-16,
32256,2021-09-16,terrorists sac continuously killing people everyday beginning coup
32273,2021-09-16,// sensitive content ayechanthar sanpya village myaung tsp sac terrorists shot burnt minmin aka thetna
32284,2021-09-16,people chanmyatharsi demonstrated coalition strike military dictatorship today freely wavi
32293,2021-09-16,sac terrorists shot abducted youths 22nd street latha tsp yangon yesterday resulting death yout
32300,2021-09-16,terrorists sac continuously killing people everyday beginning coup
32323,2021-09-16,// sensitive content ayechanthar sanpya village myaung tsp sac terrorists shot burnt minmin aka thetna
32325,2021-09-16,
32326,2021-09-16,
32330,2021-08-14,nug needs suppo
32331,2021-08-14,nug needs suppo
32338,2021-08-14,appreciate great work precious pro democracy youths monywa nug needs suppo
32347,2021-08-14,
32348,2021-08-14,
32352,2021-08-14,nug needs suppo
32353,2021-08-14,savemyanmarprisoners
32354,2021-08-14,
32382,2021-08-14,
32398,2021-08-14,nug needs suppo rejectmilitary
32400,2021-08-14,nug needs suppo rejectmilitary
32401,2021-08-14,mandalay monks union sent daily prayers myanmar people opposing coup safe disaster covid milit
32402,2021-08-14,situation kayah state today
32403,2021-08-14,
32405,2021-08-14,
32406,2021-08-14,
32407,2021-08-14,tun lin naing year old boy volunteers tirelessly collect bodies died covid big
32408,2021-08-14,savemyanmarprisoners
32409,2021-08-14,appreciate great work precious pro democracy youths monywa nug needs suppo
32410,2021-08-14,
32418,2021-08-14,nug needs suppo
32420,2021-08-14,nug needs suppo rejectmilitary
32422,2021-08-14,nug needs suppo rejectmilitary
32423,2021-08-14,nug needs suppo
32426,2021-08-14,need donation taunggyi tsp shan state nug needs suppo rejectmilitary
32427,2021-08-14,nug needs suppo
32428,2021-08-14,nug needs suppo
32432,2021-08-14,people people programme shayawkha village youth group kamma township donated
32433,2021-08-14,people people programme mandalays real estate agency charity donated need
32435,2021-08-14,madaing village waingmaw township
32437,2021-08-14,mandalay monks union sent daily prayers myanmar people opposing coup safe disaster covid milit
32438,2021-08-14,
32439,2021-08-14,shan farmers need abandon crops covid military coup caused substantiallydeclining levels
32441,2021-08-14,people chanmyatharsi demonstrated coalition strike military dictatorship night freely
32443,2021-08-14,people chanmyatharsi demonstrated coalition strike military dictatorship night freely
32445,2021-08-14,zaw myint maung prime minister mandalay underlying leukemia disease detained obo pris
32452,2021-08-14,savemyanmarprisoners
32454,2021-08-14,
32465,2021-08-14,nug needs suppo
32469,2021-08-14,appreciate great work precious pro democracy youths monywa nug needs suppo
32470,2021-08-14,
32472,2021-08-14,savemyanmarprisoners
32474,2021-08-14,nug needs suppo
32475,2021-08-14,
32476,2021-08-14,zaw myint maung prime minister mandalay underlying leukemia disease detained obo pris
32480,2021-08-14,nug needs suppo
32481,2021-08-14,savemyanmarprisoners
32483,2021-08-14,appreciate great work precious pro democracy youths monywa nug needs suppo
32484,2021-08-14,
32488,2021-08-14,sac terrorists raided kyikone village myaung tsp tortured shot unyinyilatt death reason aug10
32489,2021-08-14,people chanmyatharsi demonstrated coalition strike military dictatorship night freely
32495,2021-08-14,shan farmers need abandon crops covid military coup caused substantiallydeclining levels
32496,2021-08-14,mindat tsp chin state children need especially weaning nutritious diets vaccines
32501,2021-08-14,people people programme shayawkha village youth group kamma township donated
32507,2021-08-14,nug needs suppo
32510,2021-08-14,appreciate great work precious pro democracy youths monywa nug needs suppo
32522,2021-08-14,mindat tsp chin state children age require weaning nutritious diets infant vaccines
32556,2021-08-14,savemyanmarprisoners
32560,2021-08-14,appreciate great work precious pro democracy youths monywa nug needs suppo
32562,2021-08-14,
32567,2021-08-14,mindat tsp chin state children age require weaning nutritious diets infant vaccines
32574,2021-08-14,nug needs suppo
32580,2021-08-14,zaw myint maung prime minister mandalay underlying leukemia disease detained obo pris
32627,2021-08-14,savemyanmarprisoners
32655,2021-08-14,sac controlled media announced 400 people infected covid died aug actu
32676,2021-08-14,nug needs suppo rejectmilitary
32681,2021-08-14,nug needs suppo
32683,2021-08-14,madaing village waingmaw township
32684,2021-08-14,situation kayah state today
32685,2021-08-14,
32686,2021-08-14,
32703,2021-08-14,people people programme shayawkha village youth group kamma township donated
32718,2021-08-14,protest military dictatorship atrocities people covid crisis staged people aye
32739,2021-08-14,military terrorist attack civilians weapons immediately
32741,2021-08-14,zaw myint maung prime minister mandalay underlying leukemia disease detained obo pris
32769,2021-08-14,
32773,2021-08-14,nug needs suppo
32774,2021-08-14,appreciate great work precious pro democracy youths monywa nug needs suppo
32778,2021-08-14,military terrorist attack civilians weapons immediately
32781,2021-08-14,military terrorist attack civilians weapons immediately
32783,2021-08-14,appreciate great work precious pro democracy youths monywa nug needs suppo
32785,2021-08-14,
32787,2021-08-14,mindat tsp chin state children need especially weaning nutritious diets vaccines
32792,2021-08-14,military terrorist attack civilians weapons immediately
32803,2021-08-14,shan farmers need abandon crops covid military coup caused substantiallydeclining levels
32805,2021-08-14,nug needs suppo
32826,2021-08-14,people chanmyatharsi demonstrated coalition strike military dictatorship night freely
32832,2021-08-14,protest military dictatorship atrocities people covid crisis staged people aye
32839,2021-08-14,military terrorist attack civilians weapons immediately
32849,2021-08-14,sac terrorists raided kyikone village myaung tsp tortured shot unyinyilatt death reason aug10
32860,2021-08-14,mindat tsp chin state children need especially weaning nutritious diets vaccines
32861,2021-08-14,shan farmers need abandon crops covid military coup caused substantiallydeclining levels
32863,2021-08-14,people chanmyatharsi demonstrated coalition strike military dictatorship night freely
32865,2021-08-14,sac terrorists raided kyikone village myaung tsp tortured shot unyinyilatt death reason aug10
32868,2021-08-14,protest military dictatorship atrocities people covid crisis staged people aye
32876,2021-08-14,biar gambar jer berbicara
32928,2021-08-14,zaw myint maung prime minister mandalay underlying leukemia disease detained obo pris
32936,2021-08-14,zaw myint maung prime minister mandalay underlying leukemia disease detained obo pris
32939,2021-08-14,protest military dictatorship atrocities people covid crisis staged people aye
32941,2021-08-14,mindat tsp chin state children age require weaning nutritious diets infant vaccines
32949,2021-08-14,nug needs suppo
32951,2021-08-14,appreciate great work precious pro democracy youths monywa nug needs suppo
32953,2021-08-14,zaw myint maung prime minister mandalay underlying leukemia disease detained obo pris
32955,2021-08-14,sac controlled media announced 400 people infected covid died aug actu
32956,2021-08-14,military terrorist attack civilians weapons immediately
32960,2021-08-14,need fruits ezzy store kangyi ward taunggyi tsp shan state
32962,2021-08-14,people people programme mandalays aungpinle charity group kamma township donated
32965,2021-08-14,protest military dictatorship atrocities people covid crisis staged people aye
32968,2021-08-14,protest military dictatorship atrocities people covid crisis staged people aye
32970,2021-08-14,people infected died covid19 infection yesterday announced sac media actual
32971,2021-08-14,daw saungpyone mother wuyanngonchan ward returned winemaw tsp severely shot sac terr
32977,2021-08-14,mindat tsp chin state children need especially weaning nutritious diets vaccines
32979,2021-08-14,savemyanmarprisoners
32981,2021-08-14,shan farmers need abandon crops covid military coup caused substantiallydeclining levels
32982,2021-08-14,people chanmyatharsi demonstrated coalition strike military dictatorship night freely
32984,2021-08-14,sac terrorists raided kyikone village myaung tsp tortured shot unyinyilatt death reason aug10
32986,2021-08-14,protest military dictatorship atrocities people covid crisis staged people aye
32989,2021-08-14,
32990,2021-08-14,nug needs suppo
32993,2021-08-14,zaw myint maung prime minister mandalay underlying leukemia disease detained obo pris
32994,2021-08-14,zaw myint maung prime minister mandalay underlying leukemia disease detained obo pris
32996,2021-08-14,people people programme mandalays real estate agency charity donated need
