,user_screenname,tweet_text
7278,shafiur,"RT @shafiur: #Aug8Coup #Mandalay

DENIAL OF TREATMENT TO COVID19 PATIENTS IS A HUMAN RIGHTS ABUSE

Dr. Maung Maung Nyein Tun, 45, surgeon a…"
7279,straits_times,"RT @straits_times: Singapore to start clinical trials for two Covid-19 vaccines that target Delta, among other variants https://t.co/KmJmyE…"
7280,JoakimGomez,"RT @JoakimGomez: Anyway, to those handful of fellow Singaporeans. You know who you are…

Once restrictions lighten on August 10th…

Don’t.…"
7281,shafiur,"RT @shafiur: #Aug8Coup #Mandalay

DENIAL OF TREATMENT TO COVID19 PATIENTS IS A HUMAN RIGHTS ABUSE

Dr. Maung Maung Nyein Tun, 45, surgeon a…"
7282,JoakimGomez,"RT @JoakimGomez: Anyway, to those handful of fellow Singaporeans. You know who you are…

Once restrictions lighten on August 10th…

Don’t.…"
7283,ChannelNewsAsia,"RT @ChannelNewsAsia: 80 year-old Singaporean woman who was not vaccinated dies from #COVID19 complications, the fifth death from the virus…"
7284,JoakimGomez,"RT @JoakimGomez: Anyway, to those handful of fellow Singaporeans. You know who you are…

Once restrictions lighten on August 10th…

Don’t.…"
7285,ChannelNewsAsia,"RT @ChannelNewsAsia: Singapore reports 75 new locally transmitted #COVID19 cases, including 16 unlinked infections https://t.co/M2ycyHWRyC…"
7286,shafiur,"RT @shafiur: #Aug8Coup #Mandalay

DENIAL OF TREATMENT TO COVID19 PATIENTS IS A HUMAN RIGHTS ABUSE

Dr. Maung Maung Nyein Tun, 45, surgeon a…"
7287,JoakimGomez,"RT @JoakimGomez: Anyway, to those handful of fellow Singaporeans. You know who you are…

Once restrictions lighten on August 10th…

Don’t.…"
7288,shafiur,"RT @shafiur: #Aug8Coup #Mandalay

DENIAL OF TREATMENT TO COVID19 PATIENTS IS A HUMAN RIGHTS ABUSE

Dr. Maung Maung Nyein Tun, 45, surgeon a…"
7289,STForeignDesk,"RT @STForeignDesk: US city with 2.4 million population has just six ICU beds left, warns of 'dire' Covid situation https://t.co/ypv9l3FuSx"
7290,shafiur,"RT @shafiur: #Aug8Coup #Mandalay

DENIAL OF TREATMENT TO COVID19 PATIENTS IS A HUMAN RIGHTS ABUSE

Dr. Maung Maung Nyein Tun, 45, surgeon a…"
7291,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #Myanmar extends holiday lockdown in country till Aug 15

The partial lockdown started July 17 in a bid to control spre…"
7292,VivianBala,"RT @VivianBala: ASEAN is 54 years old today. While we grapple with a myriad of complicated challenges, including COVID-19 and the situation…"
7293,JoakimGomez,"RT @JoakimGomez: Anyway, to those handful of fellow Singaporeans. You know who you are…

Once restrictions lighten on August 10th…

Don’t.…"
7294,shafiur,"RT @shafiur: #Aug8Coup #Mandalay

DENIAL OF TREATMENT TO COVID19 PATIENTS IS A HUMAN RIGHTS ABUSE

Dr. Maung Maung Nyein Tun, 45, surgeon a…"
7295,JoakimGomez,"RT @JoakimGomez: Anyway, to those handful of fellow Singaporeans. You know who you are…

Once restrictions lighten on August 10th…

Don’t.…"
7296,JoakimGomez,"RT @JoakimGomez: Anyway, to those handful of fellow Singaporeans. You know who you are…

Once restrictions lighten on August 10th…

Don’t.…"
7297,MothershipSG,RT @MothershipSG: S'pore grandma makes incense paper mask for double protection this Hungry Ghost Festival pandemic https://t.co/CfE9hzn2Ov…
7298,KKMPutrajaya,"RT @KKMPutrajaya: Terkini #COVID19, 18,688 kes baharu"
7299,JoakimGomez,"RT @JoakimGomez: Anyway, to those handful of fellow Singaporeans. You know who you are…

Once restrictions lighten on August 10th…

Don’t.…"
7300,JoakimGomez,"RT @JoakimGomez: Anyway, to those handful of fellow Singaporeans. You know who you are…

Once restrictions lighten on August 10th…

Don’t.…"
7301,JoakimGomez,"RT @JoakimGomez: Anyway, to those handful of fellow Singaporeans. You know who you are…

Once restrictions lighten on August 10th…

Don’t.…"
7302,MothershipSG,"RT @MothershipSG: [JUST IN] Case 65943, a 80 year-old female Singaporean has passed away from complications due to Covid-19 infection on Au…"
7303,JoakimGomez,"RT @JoakimGomez: Anyway, to those handful of fellow Singaporeans. You know who you are…

Once restrictions lighten on August 10th…

Don’t.…"
7304,MothershipSG,RT @MothershipSG: S'pore grandma makes incense paper mask for double protection this Hungry Ghost Festival pandemic https://t.co/CfE9hzn2Ov…
7305,shafiur,"RT @shafiur: #Aug8Coup #Mandalay

DENIAL OF TREATMENT TO COVID19 PATIENTS IS A HUMAN RIGHTS ABUSE

Dr. Maung Maung Nyein Tun, 45, surgeon a…"
7306,straits_times,"RT @straits_times: Show appreciation to Covid-19 frontliners, selfless Singaporeans this National Day: President https://t.co/6uw2zOBmJu"
7307,KKMPutrajaya,"RT @KKMPutrajaya: Pecahan kes #COVID19 mengikut negeri, 8 Ogos 2021 https://t.co/oxvNh29wqB"
7308,business,"RT @business: A London nightclub plans to run a ""grab a jab"" pop-up vaccination site as part of a wider push with other clubs to increase s…"
7309,straits_times,RT @straits_times: National Day: How and where to catch the ceremonial parade and other festivities https://t.co/7uMLVNSwpu
7310,straits_times,"RT @straits_times: The #Delta variant is the most formidable version of the Sars-CoV-2 virus, which causes #Covid19. Here's what is known a…"
7311,straits_times,"RT @straits_times: The #Delta variant is the most formidable version of the Sars-CoV-2 virus, which causes #Covid19. Here's what is known a…"
7312,straits_times,"RT @straits_times: The #Delta variant is the most formidable version of the Sars-CoV-2 virus, which causes #Covid19. Here's what is known a…"
7313,straits_times,"RT @straits_times: The #Delta variant is the most formidable version of the Sars-CoV-2 virus, which causes #Covid19. Here's what is known a…"
7314,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #Myanmar army chief Min Aung Hlaing says Myanmar contributed $100,000 to #COVID19 @ASEAN Response Fund

The pooled fund…"
7315,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 8

Total tally:
326,489

New daily cases:
3,651

New daily deaths:
264

Deaths so far:…"
7316,KKMPutrajaya,"RT @KKMPutrajaya: Terkini #COVID19, 18,688 kes baharu"
7317,KKMPutrajaya,"RT @KKMPutrajaya: Pecahan kes #COVID19 mengikut negeri, 8 Ogos 2021 https://t.co/oxvNh29wqB"
7318,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 8

Total tally:
326,489

New daily cases:
3,651

New daily deaths:
264

Deaths so far:…"
7319,VivianBala,RT @VivianBala: (2/3) ASEAN welcomed the United Kingdom as our 11th Dialogue Partner. Singapore also handed over our country coordinatorshi…
7320,shafiur,"RT @shafiur: #Aug8Coup #Mandalay

DENIAL OF TREATMENT TO COVID19 PATIENTS IS A HUMAN RIGHTS ABUSE

Dr. Maung Maung Nyein Tun, 45, surgeon a…"
7321,SaveMM99,"RT @SaveMM99: As Terrorists(SAC)discriminately shot with heavy artillery shells on Aug7 night in #Depayin,residents from 2 villages had to…"
7322,shafiur,"RT @shafiur: #Aug8Coup #Mandalay

DENIAL OF TREATMENT TO COVID19 PATIENTS IS A HUMAN RIGHTS ABUSE

Dr. Maung Maung Nyein Tun, 45, surgeon a…"
7323,straits_times,"RT @straits_times: The #Delta variant is the most formidable version of the Sars-CoV-2 virus, which causes #Covid19. Here's what is known a…"
7324,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 8

Total tally:
326,489

New daily cases:
3,651

New daily deaths:
264

Deaths so far:…"
7325,straits_times,"RT @straits_times: The #Delta variant is the most formidable version of the Sars-CoV-2 virus, which causes #Covid19. Here's what is known a…"
7326,straits_times,RT @straits_times: National Day: How and where to catch the ceremonial parade and other festivities https://t.co/7uMLVNSwpu
7327,straits_times,RT @straits_times: National Day: How and where to catch the ceremonial parade and other festivities https://t.co/7uMLVNSwpu
7328,straits_times,"RT @straits_times: Show appreciation to Covid-19 frontliners, selfless Singaporeans this National Day: President https://t.co/6uw2zOBmJu"
7329,shafiur,"RT @shafiur: #Aug8Coup #Mandalay

DENIAL OF TREATMENT TO COVID19 PATIENTS IS A HUMAN RIGHTS ABUSE

Dr. Maung Maung Nyein Tun, 45, surgeon a…"
7330,SaveMM99,"RT @SaveMM99: As Terrorists(SAC)discriminately shot with heavy artillery shells on Aug7 night in #Depayin,residents from 2 villages had to…"
7331,KKMPutrajaya,"RT @KKMPutrajaya: Terkini #COVID19, 18,688 kes baharu"
7332,LeongWaiKitCNA,RT @LeongWaiKitCNA: #Myanmar army says effort under way by ministries to buy 24 million more #Covid19 #vaccines through various agreements…
7333,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 17

Total tally:
356,985

New daily cases:
2,706

New daily deaths:
182

Deaths so far:…"
7334,historyogi,RT @historyogi: Singapore looking up north right now https://t.co/w1H65FXFtL
7335,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 17

Total tally:
356,985

New daily cases:
2,706

New daily deaths:
182

Deaths so far:…"
7336,ChannelNewsAsia,RT @ChannelNewsAsia: Higher risk of Bell's Palsy after Sinovac's COVID-19 vaccine: Study https://t.co/pn2nmTsWtp https://t.co/fEMwe1d5YG
7337,TODAYonline,"RT @TODAYonline: 144 persons given financial aid after serious side effects from Covid-19 jab; 2 received max S$225,000 payout: MOH https:/…"
7338,TODAYonline,"RT @TODAYonline: 144 persons given financial aid after serious side effects from Covid-19 jab; 2 received max S$225,000 payout: MOH https:/…"
7339,ChannelNewsAsia,RT @ChannelNewsAsia: Japan to expand COVID-19 state of emergency to battle surge https://t.co/PjppmwPtDS https://t.co/wDgIPwccZl
7340,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 17

Total tally:
356,985

New daily cases:
2,706

New daily deaths:
182

Deaths so far:…"
7341,STForeignDesk,"RT @STForeignDesk: Sydney Covid-19 cases to rise substantially amid Delta outbreak, warns state premier https://t.co/CQmhPmm7uw"
7342,ChannelNewsAsia,"RT @ChannelNewsAsia: 144 applicants eligible for S$782,000 in financial aid for adverse COVID-19 vaccine effects: MOH https://t.co/BNR5rr4B…"
7343,sporeMOH,"RT @sporeMOH: As of 15 Aug 2021, 76% of our population has completed their full regimen/ received two doses of COVID-19 vaccines, and 82% h…"
7344,STForeignDesk,RT @STForeignDesk: New Zealand reports first Covid-19 case in community since February https://t.co/ZVO0I2XBjI
7345,straits_times,RT @straits_times: MOE to roll out AI-enabled marking system for English Language writing by 2023 https://t.co/apLT0OtPzK
7346,Reuters,RT @Reuters: New Zealand reports first coronavirus case in community since Feb https://t.co/64vrw6rwxX https://t.co/OlbZ6DMhLR
7347,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 17

Total tally:
356,985

New daily cases:
2,706

New daily deaths:
182

Deaths so far:…"
7348,TODAYonline,"RT @TODAYonline: 144 persons given financial aid after serious side effects from Covid-19 jab; 2 received max S$225,000 payout: MOH https:/…"
7349,STForeignDesk,RT @STForeignDesk: Biden poised to urge Covid-19 booster shots starting September https://t.co/bLwBEhw0SS
7350,straits_times,RT @straits_times: Nearly $2.9 million raised in 10 days to treat S'pore baby with world's most expensive drug https://t.co/8XoLNvyDIb
7351,kixes,RT @kixes: I’ve been in/on a few Singaporean anti-vaxxer conspiracy theory Telegram and FB groups/pages and it feels like finally Singapore…
7352,IrrawaddyNews,"RT @IrrawaddyNews: Ousted Mandalay Chief Minister in Intensive Care with COVID-19 
https://t.co/dmcMse8iVX

#WhatsHappeningInMyanmar
------…"
7353,IrrawaddyNews,"RT @IrrawaddyNews: Young activists from #Mandalay rallied against the military regime on Monday, in defiance of the junta's COVID-19 stay-a…"
7354,kixes,RT @kixes: I’ve been in/on a few Singaporean anti-vaxxer conspiracy theory Telegram and FB groups/pages and it feels like finally Singapore…
7355,ChannelNewsAsia,RT @ChannelNewsAsia: Japan to expand COVID-19 state of emergency to battle surge https://t.co/PjppmwPtDS https://t.co/wDgIPwccZl
7356,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 17

Total tally:
356,985

New daily cases:
2,706

New daily deaths:
182

Deaths so far:…"
7357,business,"RT @business: NEW: A study documenting the trade in live wild animals at Wuhan wet markets stayed unpublished for more than a year. Now, fr…"
7358,historyogi,RT @historyogi: Singapore looking up north right now https://t.co/w1H65FXFtL
7359,MothershipSG,"RT @MothershipSG: MOH: Max S$225,000 payout given to 2 persons who got Covid-19 jab & suffered serious side effects https://t.co/nDaNmBOrCj…"
7360,STForeignDesk,RT @STForeignDesk: Higher risk of Bell's Palsy after Sinovac's Covid-19 vaccine: Study https://t.co/FOasvVPDME
7361,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 17

Total tally:
356,985

New daily cases:
2,706

New daily deaths:
182

Deaths so far:…"
7362,TODAYonline,RT @TODAYonline: You Can Now Book A Fancy Hotel Suite To Learn To Play Mahjong While Sipping On Champagne https://t.co/jh05M9z3s3
7363,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 17

Total tally:
356,985

New daily cases:
2,706

New daily deaths:
182

Deaths so far:…"
7364,business,"RT @business: NEW: A study documenting the trade in live wild animals at Wuhan wet markets stayed unpublished for more than a year. Now, fr…"
7365,ChannelNewsAsia,"RT @ChannelNewsAsia: Singapore welcomes its first giant panda cub, born on Aug 14 at River Safari after Jia Jia's ""breakthrough pregnancy""…"
7366,sporeMOH,"RT @sporeMOH: As of 15 Aug 2021, 76% of our population has completed their full regimen/ received two doses of COVID-19 vaccines, and 82% h…"
7367,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 17

Total tally:
356,985

New daily cases:
2,706

New daily deaths:
182

Deaths so far:…"
7368,ChannelNewsAsia,RT @ChannelNewsAsia: New Zealand records first local COVID-19 case in six months https://t.co/cU5JAGwxeL https://t.co/halcJ6d6EY
7369,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 17

Total tally:
356,985

New daily cases:
2,706

New daily deaths:
182

Deaths so far:…"
7370,ChannelNewsAsia,RT @ChannelNewsAsia: Popular Singaporean VJ-TV host Anandha Kannan dies https://t.co/fo4kBMBtEM https://t.co/UyVLsM9dJj
7371,LeongWaiKitCNA,"RT @LeongWaiKitCNA: #MYANMAR #COVID19 SITUATION AUG 17

Total tally:
356,985

New daily cases:
2,706

New daily deaths:
182

Deaths so far:…"
7372,kixes,RT @kixes: I’ve been in/on a few Singaporean anti-vaxxer conspiracy theory Telegram and FB groups/pages and it feels like finally Singapore…
7373,business,RT @business: BREAKING: New Zealand will enter a nationwide lockdown today over a single Covid case https://t.co/m6jPTcvZI1 https://t.co/nP…
7374,stbusinessdesk,"RT @stbusinessdesk: Binance in talks with SGX veteran Richard Teng for top Singapore role, sources say https://t.co/Ma87QYCeTw"
7375,ChannelNewsAsia,RT @ChannelNewsAsia: Popular Singaporean VJ-TV host Anandha Kannan dies https://t.co/fo4kBMBtEM https://t.co/UyVLsM9dJj
7376,STForeignDesk,RT @STForeignDesk: Private hospitals in Indonesia woo patients as Covid-19 clips medical tourism https://t.co/ofeiko27X8
7377,STForeignDesk,"RT @STForeignDesk: India Covid-19 vaccinations near record, new infections at five-month low https://t.co/cQNKQRFxpn"
7378,ChannelNewsAsia,RT @ChannelNewsAsia: New Zealand records first local COVID-19 case in six months https://t.co/cU5JAGwxeL https://t.co/halcJ6d6EY
7379,ChannelNewsAsia,RT @ChannelNewsAsia: New Zealand's Ardern orders nationwide lockdown over 1 COVID-19 case https://t.co/5WhNPT2Jix https://t.co/jjG6KsYeYp
